customer_id,customer_name,region,segment,industry,signup_quarter,status
CUST_384,Logistics_384,LATAM,SMB,Logistics,Q1_2025,Active
CUST_385,Education_385,North America,SMB,Education,Q1_2025,Active
CUST_386,Tech_386,North America,Enterprise,Tech,Q4_2025,Active
CUST_387,Logistics_387,EMEA,Mid-Market,Logistics,Q4_2025,Active
CUST_388,Education_388,APAC,SMB,Education,Q3_2025,Active
CUST_389,Logistics_389,North America,SMB,Logistics,Q1_2025,Active
CUST_390,Retail_390,North America,Enterprise,Retail,Q3_2025,Active
CUST_391,Tech_391,LATAM,SMB,Tech,Q4_2025,Churned
CUST_392,Retail_392,EMEA,Mid-Market,Retail,Q3_2025,Active
CUST_393,Tech_393,EMEA,Mid-Market,Tech,Q4_2025,Active
CUST_394,Finance_394,North America,Mid-Market,Finance,Q4_2025,Active
CUST_395,Education_395,EMEA,SMB,Education,Q3_2025,Churned
CUST_396,Tech_396,LATAM,Enterprise,Tech,Q3_2025,Active
CUST_397,Retail_397,LATAM,Enterprise,Retail,Q2_2025,Active
CUST_398,Logistics_398,EMEA,Mid-Market,Logistics,Q1_2025,Active
CUST_399,Tech_399,North America,Mid-Market,Tech,Q3_2025,Active
CUST_400,Education_400,North America,Enterprise,Education,Q2_2025,Active
