subscription_id,customer_id,product,plan_type,start_quarter,renewal_quarter,arr,status
SUB_304,CUST_239,InsightOS,Standard,Q4_2025,Q1_2026,12499.14,Active
SUB_305,CUST_240,InsightOS,Standard,Q4_2025,Q1_2026,11852.69,Active
SUB_306,CUST_241,InsightOS,Standard,Q3_2025,Q4_2025,11212.78,Cancelled
SUB_307,CUST_242,InsightOS,Standard,Q3_2025,Q4_2025,12253.16,Cancelled
SUB_308,CUST_243,MetricHub,Standard,Q3_2025,Q1_2026,13101.38,Active
SUB_309,CUST_244,InsightOS,Standard,Q2_2025,Q1_2026,11986.78,Active
SUB_310,CUST_245,InsightOS,Standard,Q3_2025,Q1_2026,10535.31,Active
SUB_311,CUST_246,MetricHub,Premium Enterprise,Q3_2025,Q1_2026,132459.36,Active
SUB_312,CUST_246,InsightOS,Premium Enterprise,Q3_2025,Q1_2026,119527.6,Active
SUB_313,CUST_247,FlowOps,Professional,Q3_2025,Q1_2026,31468.52,Active
SUB_314,CUST_248,FlowOps,Professional,Q3_2025,Q1_2026,31626.9,Active
SUB_315,CUST_249,FlowOps,Professional,Q2_2025,Q1_2026,33468.24,Active
SUB_316,CUST_249,MetricHub,Professional,Q2_2025,Q1_2026,38409.04,Active
SUB_317,CUST_250,FlowOps,Standard,Q1_2025,Q1_2026,10407.57,Active
SUB_318,CUST_251,MetricHub,Standard,Q1_2025,Q1_2026,11081.57,Active
SUB_319,CUST_252,FlowOps,Professional,Q2_2025,Q1_2026,40429.84,Active
SUB_320,CUST_252,InsightOS,Professional,Q2_2025,Q1_2026,35223.85,Active
SUB_321,CUST_253,MetricHub,Professional,Q3_2025,Q1_2026,32160.23,Active
SUB_322,CUST_254,MetricHub,Professional,Q3_2025,Q1_2026,40301.71,Active
SUB_323,CUST_255,FlowOps,Standard,Q3_2025,Q4_2025,12703.39,Cancelled
SUB_324,CUST_256,MetricHub,Standard,Q2_2025,Q1_2026,11016.93,Active
SUB_325,CUST_257,MetricHub,Standard,Q3_2025,Q1_2026,10731.23,Active
SUB_326,CUST_258,MetricHub,Standard,Q2_2025,Q4_2025,12704.43,Cancelled
SUB_327,CUST_259,MetricHub,Professional,Q2_2025,Q1_2026,37441.49,Active
SUB_328,CUST_260,FlowOps,Professional,Q3_2025,Q1_2026,40568.0,Active
SUB_329,CUST_261,MetricHub,Standard,Q4_2025,Q1_2026,11830.8,Active
SUB_330,CUST_262,FlowOps,Premium Enterprise,Q2_2025,Q1_2026,121094.4,Active
SUB_331,CUST_263,MetricHub,Professional,Q1_2025,Q1_2026,35165.04,Active
SUB_332,CUST_264,FlowOps,Standard,Q1_2025,Q3_2025,13401.39,Cancelled
SUB_333,CUST_265,FlowOps,Standard,Q1_2025,Q4_2025,11889.13,Cancelled
SUB_334,CUST_266,FlowOps,Standard,Q3_2025,Q1_2026,12711.25,Active
SUB_335,CUST_267,MetricHub,Standard,Q2_2025,Q1_2026,11181.21,Active
SUB_336,CUST_268,InsightOS,Standard,Q2_2025,Q1_2026,12954.39,Active
SUB_337,CUST_269,InsightOS,Standard,Q2_2025,Q1_2026,10208.79,Active
SUB_338,CUST_270,InsightOS,Standard,Q1_2025,Q1_2026,12316.7,Active
SUB_339,CUST_271,FlowOps,Standard,Q2_2025,Q1_2026,10172.03,Active
SUB_340,CUST_272,FlowOps,Premium Enterprise,Q1_2025,Q1_2026,133460.46,Active
SUB_341,CUST_272,MetricHub,Premium Enterprise,Q1_2025,Q1_2026,126314.17,Active
SUB_342,CUST_273,MetricHub,Standard,Q2_2025,Q1_2026,12752.18,Active
SUB_343,CUST_274,InsightOS,Professional,Q1_2025,Q1_2026,39382.65,Active
SUB_344,CUST_275,FlowOps,Standard,Q4_2025,Q4_2025,13795.38,Cancelled
SUB_345,CUST_276,MetricHub,Premium Enterprise,Q1_2025,Q1_2026,119907.28,Active
SUB_346,CUST_277,InsightOS,Standard,Q4_2025,Q1_2026,10039.7,Active
SUB_347,CUST_278,MetricHub,Standard,Q2_2025,Q4_2025,13854.0,Cancelled
SUB_348,CUST_279,InsightOS,Premium Enterprise,Q4_2025,Q1_2026,118017.58,Active
SUB_349,CUST_279,MetricHub,Premium Enterprise,Q4_2025,Q1_2026,116594.16,Active
SUB_350,CUST_280,InsightOS,Premium Enterprise,Q3_2025,Q1_2026,110508.43,Active
SUB_351,CUST_281,FlowOps,Professional,Q3_2025,Q1_2026,32202.07,Active
SUB_352,CUST_281,InsightOS,Professional,Q3_2025,Q1_2026,33655.83,Active
SUB_353,CUST_282,MetricHub,Standard,Q3_2025,Q1_2026,13092.57,Active
SUB_354,CUST_283,FlowOps,Standard,Q2_2025,Q1_2026,11392.38,Active
SUB_355,CUST_284,MetricHub,Professional,Q2_2025,Q1_2026,37464.59,Active
SUB_356,CUST_285,MetricHub,Premium Enterprise,Q2_2025,Q1_2026,110707.85,Active
SUB_357,CUST_285,InsightOS,Premium Enterprise,Q2_2025,Q1_2026,136956.82,Active
SUB_358,CUST_285,FlowOps,Premium Enterprise,Q2_2025,Q1_2026,133495.95,Active
SUB_359,CUST_286,FlowOps,Professional,Q3_2025,Q1_2026,32523.28,Active
SUB_360,CUST_286,MetricHub,Professional,Q3_2025,Q1_2026,39994.55,Active
SUB_361,CUST_287,FlowOps,Professional,Q1_2025,Q1_2026,37032.92,Active
SUB_362,CUST_287,MetricHub,Professional,Q1_2025,Q1_2026,35734.01,Active
SUB_363,CUST_288,InsightOS,Standard,Q2_2025,Q1_2026,10231.38,Active
SUB_364,CUST_289,MetricHub,Professional,Q3_2025,Q1_2026,38851.9,Active
SUB_365,CUST_289,FlowOps,Professional,Q3_2025,Q1_2026,40913.28,Active
SUB_366,CUST_290,FlowOps,Standard,Q3_2025,Q4_2025,13851.07,Cancelled
SUB_367,CUST_291,FlowOps,Standard,Q3_2025,Q4_2025,10819.92,Cancelled
SUB_368,CUST_292,InsightOS,Standard,Q3_2025,Q1_2026,12478.94,Active
SUB_369,CUST_293,FlowOps,Professional,Q4_2025,Q1_2026,34151.47,Active
SUB_370,CUST_293,MetricHub,Professional,Q4_2025,Q1_2026,33762.37,Active
SUB_371,CUST_294,MetricHub,Standard,Q1_2025,Q1_2026,12109.06,Active
SUB_372,CUST_295,MetricHub,Standard,Q2_2025,Q1_2026,12696.52,Active
SUB_373,CUST_296,MetricHub,Professional,Q2_2025,Q1_2026,40174.86,Active
SUB_374,CUST_297,InsightOS,Standard,Q2_2025,Q3_2025,12155.25,Cancelled
SUB_375,CUST_298,FlowOps,Professional,Q4_2025,Q1_2026,40306.07,Active
SUB_376,CUST_299,MetricHub,Standard,Q1_2025,Q1_2026,10178.26,Active
SUB_377,CUST_300,FlowOps,Standard,Q3_2025,Q4_2025,11207.67,Cancelled
SUB_378,CUST_301,FlowOps,Professional,Q2_2025,Q1_2026,37796.2,Active
SUB_379,CUST_301,MetricHub,Professional,Q2_2025,Q1_2026,31762.39,Active
SUB_380,CUST_302,InsightOS,Standard,Q3_2025,Q1_2026,13227.86,Active
SUB_381,CUST_303,InsightOS,Standard,Q3_2025,Q1_2026,12186.31,Active
SUB_382,CUST_304,MetricHub,Standard,Q2_2025,Q1_2026,10175.6,Active
SUB_383,CUST_305,InsightOS,Standard,Q2_2025,Q1_2026,11782.17,Active
SUB_384,CUST_306,InsightOS,Premium Enterprise,Q2_2025,Q1_2026,135309.49,Active
SUB_385,CUST_307,MetricHub,Standard,Q1_2025,Q3_2025,12108.93,Cancelled
SUB_386,CUST_308,FlowOps,Professional,Q2_2025,Q1_2026,37365.39,Active
SUB_387,CUST_309,InsightOS,Standard,Q1_2025,Q1_2026,12090.16,Active
SUB_388,CUST_310,MetricHub,Professional,Q2_2025,Q1_2026,40193.87,Active
SUB_389,CUST_311,InsightOS,Professional,Q3_2025,Q1_2026,31130.3,Active
SUB_390,CUST_312,MetricHub,Professional,Q3_2025,Q1_2026,40078.99,Active
SUB_391,CUST_313,FlowOps,Standard,Q3_2025,Q1_2026,13840.54,Active
SUB_392,CUST_314,FlowOps,Standard,Q1_2025,Q1_2026,13909.23,Active
SUB_393,CUST_315,InsightOS,Standard,Q3_2025,Q1_2026,10646.69,Active
SUB_394,CUST_316,InsightOS,Premium Enterprise,Q2_2025,Q1_2026,129218.46,Active
SUB_395,CUST_316,MetricHub,Premium Enterprise,Q2_2025,Q1_2026,129998.01,Active
SUB_396,CUST_317,InsightOS,Professional,Q2_2025,Q1_2026,39552.07,Active
SUB_397,CUST_318,FlowOps,Premium Enterprise,Q4_2025,Q1_2026,133532.63,Active
SUB_398,CUST_318,MetricHub,Premium Enterprise,Q4_2025,Q1_2026,121309.57,Active
SUB_399,CUST_319,FlowOps,Standard,Q1_2025,Q1_2026,12537.45,Active
SUB_400,CUST_320,FlowOps,Professional,Q3_2025,Q1_2026,38288.61,Active
SUB_401,CUST_321,MetricHub,Premium Enterprise,Q3_2025,Q1_2026,110875.09,Active
SUB_402,CUST_322,InsightOS,Standard,Q2_2025,Q1_2026,12649.74,Active
SUB_403,CUST_323,InsightOS,Standard,Q1_2025,Q1_2026,11155.54,Active
SUB_404,CUST_324,InsightOS,Professional,Q1_2025,Q1_2026,40932.55,Active
SUB_405,CUST_325,MetricHub,Professional,Q4_2025,Q1_2026,34717.24,Active
SUB_406,CUST_326,FlowOps,Professional,Q2_2025,Q1_2026,40184.26,Active
SUB_407,CUST_327,MetricHub,Standard,Q2_2025,Q1_2026,12308.49,Active
SUB_408,CUST_328,FlowOps,Professional,Q2_2025,Q4_2025,33510.01,Cancelled
SUB_409,CUST_329,InsightOS,Standard,Q3_2025,Q4_2025,12626.52,Cancelled
SUB_410,CUST_330,FlowOps,Standard,Q1_2025,Q1_2026,10766.37,Active
SUB_411,CUST_331,FlowOps,Standard,Q2_2025,Q1_2026,10407.21,Active
SUB_412,CUST_332,MetricHub,Professional,Q3_2025,Q1_2026,31389.3,Active
SUB_413,CUST_333,FlowOps,Professional,Q4_2025,Q1_2026,39667.7,Active
SUB_414,CUST_334,FlowOps,Professional,Q1_2025,Q3_2025,36816.22,Cancelled
SUB_415,CUST_335,MetricHub,Standard,Q2_2025,Q1_2026,12066.79,Active
SUB_416,CUST_336,MetricHub,Premium Enterprise,Q2_2025,Q1_2026,120591.51,Active
SUB_417,CUST_336,InsightOS,Premium Enterprise,Q2_2025,Q1_2026,136822.83,Active
SUB_418,CUST_337,InsightOS,Standard,Q3_2025,Q1_2026,13570.23,Active
SUB_419,CUST_338,InsightOS,Professional,Q2_2025,Q1_2026,39888.87,Active
SUB_420,CUST_339,InsightOS,Standard,Q2_2025,Q1_2026,10817.84,Active
SUB_421,CUST_340,FlowOps,Standard,Q3_2025,Q1_2026,11326.26,Active
SUB_422,CUST_341,InsightOS,Standard,Q3_2025,Q1_2026,10828.3,Active
SUB_423,CUST_342,MetricHub,Standard,Q2_2025,Q1_2026,10276.03,Active
SUB_424,CUST_343,MetricHub,Professional,Q4_2025,Q1_2026,35094.12,Active
SUB_425,CUST_343,FlowOps,Professional,Q4_2025,Q1_2026,39108.79,Active
SUB_426,CUST_344,FlowOps,Professional,Q3_2025,Q1_2026,37936.18,Active
SUB_427,CUST_344,MetricHub,Professional,Q3_2025,Q1_2026,38711.23,Active
SUB_428,CUST_345,InsightOS,Standard,Q2_2025,Q1_2026,10606.38,Active
SUB_429,CUST_346,MetricHub,Premium Enterprise,Q1_2025,Q1_2026,118474.17,Active
SUB_430,CUST_346,InsightOS,Premium Enterprise,Q1_2025,Q1_2026,122756.85,Active
SUB_431,CUST_346,FlowOps,Premium Enterprise,Q1_2025,Q1_2026,111127.13,Active
SUB_432,CUST_347,FlowOps,Standard,Q4_2025,Q1_2026,13062.19,Active
SUB_433,CUST_348,FlowOps,Professional,Q1_2025,Q1_2026,36225.1,Active
SUB_434,CUST_349,InsightOS,Premium Enterprise,Q1_2025,Q1_2026,116783.76,Active
SUB_435,CUST_350,FlowOps,Professional,Q1_2025,Q1_2026,33304.17,Active
SUB_436,CUST_351,InsightOS,Standard,Q3_2025,Q1_2026,12917.38,Active
SUB_437,CUST_352,FlowOps,Premium Enterprise,Q1_2025,Q1_2026,129891.42,Active
SUB_438,CUST_352,InsightOS,Premium Enterprise,Q1_2025,Q1_2026,132256.89,Active
SUB_439,CUST_352,MetricHub,Premium Enterprise,Q1_2025,Q1_2026,135452.76,Active
SUB_440,CUST_353,InsightOS,Professional,Q1_2025,Q1_2026,34252.95,Active
SUB_441,CUST_354,FlowOps,Standard,Q1_2025,Q1_2026,13267.12,Active
SUB_442,CUST_355,FlowOps,Standard,Q1_2025,Q4_2025,11483.76,Cancelled
SUB_443,CUST_356,InsightOS,Professional,Q3_2025,Q1_2026,38542.48,Active
SUB_444,CUST_356,MetricHub,Professional,Q3_2025,Q1_2026,34931.95,Active
SUB_445,CUST_357,FlowOps,Professional,Q3_2025,Q1_2026,31784.56,Active
SUB_446,CUST_358,InsightOS,Professional,Q2_2025,Q1_2026,32673.21,Active
SUB_447,CUST_359,MetricHub,Premium Enterprise,Q2_2025,Q1_2026,138566.65,Active
SUB_448,CUST_359,FlowOps,Premium Enterprise,Q2_2025,Q1_2026,111272.67,Active
SUB_449,CUST_360,MetricHub,Professional,Q3_2025,Q1_2026,32299.41,Active
SUB_450,CUST_361,FlowOps,Standard,Q1_2025,Q1_2026,13122.93,Active
SUB_451,CUST_362,MetricHub,Standard,Q2_2025,Q1_2026,10688.36,Active
SUB_452,CUST_363,MetricHub,Standard,Q4_2025,Q4_2025,11795.25,Cancelled
SUB_453,CUST_364,InsightOS,Professional,Q3_2025,Q1_2026,31982.35,Active
SUB_454,CUST_365,FlowOps,Standard,Q1_2025,Q2_2025,10488.12,Cancelled
SUB_455,CUST_366,MetricHub,Professional,Q2_2025,Q1_2026,31308.58,Active
SUB_456,CUST_366,FlowOps,Professional,Q2_2025,Q1_2026,31518.95,Active
SUB_457,CUST_367,InsightOS,Professional,Q2_2025,Q1_2026,37651.46,Active
SUB_458,CUST_368,MetricHub,Premium Enterprise,Q2_2025,Q1_2026,132941.57,Active
SUB_459,CUST_369,MetricHub,Standard,Q1_2025,Q1_2026,13788.36,Active
SUB_460,CUST_370,InsightOS,Professional,Q1_2025,Q1_2026,32630.35,Active
SUB_461,CUST_371,FlowOps,Standard,Q1_2025,Q4_2025,10100.77,Cancelled
SUB_462,CUST_372,FlowOps,Professional,Q4_2025,Q1_2026,40702.57,Active
SUB_463,CUST_373,MetricHub,Standard,Q3_2025,Q1_2026,10939.89,Active
SUB_464,CUST_374,MetricHub,Standard,Q1_2025,Q3_2025,13268.51,Cancelled
SUB_465,CUST_375,MetricHub,Professional,Q1_2025,Q1_2026,36047.96,Active
SUB_466,CUST_375,InsightOS,Professional,Q1_2025,Q1_2026,38184.54,Active
SUB_467,CUST_376,InsightOS,Standard,Q3_2025,Q1_2026,10717.02,Active
SUB_468,CUST_377,FlowOps,Standard,Q1_2025,Q1_2026,13809.87,Active
SUB_469,CUST_378,InsightOS,Professional,Q1_2025,Q1_2026,39087.9,Active
SUB_470,CUST_379,InsightOS,Professional,Q4_2025,Q1_2026,39714.14,Active
SUB_471,CUST_380,FlowOps,Professional,Q1_2025,Q1_2026,33504.68,Active
SUB_472,CUST_381,InsightOS,Professional,Q3_2025,Q1_2026,39328.3,Active
SUB_473,CUST_382,InsightOS,Professional,Q4_2025,Q1_2026,37740.2,Active
SUB_474,CUST_382,FlowOps,Professional,Q4_2025,Q1_2026,31518.36,Active
SUB_475,CUST_383,FlowOps,Standard,Q2_2025,Q3_2025,11150.53,Cancelled
SUB_476,CUST_384,InsightOS,Standard,Q1_2025,Q1_2026,12485.17,Active
SUB_477,CUST_385,MetricHub,Standard,Q1_2025,Q1_2026,12930.8,Active
SUB_478,CUST_386,InsightOS,Premium Enterprise,Q4_2025,Q1_2026,133512.8,Active
SUB_479,CUST_386,FlowOps,Premium Enterprise,Q4_2025,Q1_2026,118572.75,Active
SUB_480,CUST_387,InsightOS,Professional,Q4_2025,Q1_2026,34324.56,Active
SUB_481,CUST_388,InsightOS,Standard,Q3_2025,Q1_2026,11495.68,Active
SUB_482,CUST_389,MetricHub,Standard,Q1_2025,Q1_2026,13139.45,Active
SUB_483,CUST_390,InsightOS,Premium Enterprise,Q3_2025,Q1_2026,133429.88,Active
SUB_484,CUST_390,MetricHub,Premium Enterprise,Q3_2025,Q1_2026,133558.06,Active
SUB_485,CUST_391,FlowOps,Standard,Q4_2025,Q4_2025,13961.45,Cancelled
SUB_486,CUST_392,InsightOS,Professional,Q3_2025,Q1_2026,40147.31,Active
SUB_487,CUST_393,FlowOps,Professional,Q4_2025,Q1_2026,40771.04,Active
SUB_488,CUST_394,FlowOps,Professional,Q4_2025,Q1_2026,40789.58,Active
SUB_489,CUST_395,MetricHub,Standard,Q3_2025,Q4_2025,10759.26,Cancelled
SUB_490,CUST_396,MetricHub,Premium Enterprise,Q3_2025,Q1_2026,125591.13,Active
SUB_491,CUST_396,FlowOps,Premium Enterprise,Q3_2025,Q1_2026,112221.27,Active
SUB_492,CUST_397,FlowOps,Premium Enterprise,Q2_2025,Q1_2026,132204.84,Active
SUB_493,CUST_397,InsightOS,Premium Enterprise,Q2_2025,Q1_2026,128921.01,Active
SUB_494,CUST_398,InsightOS,Professional,Q1_2025,Q1_2026,32439.42,Active
SUB_495,CUST_399,MetricHub,Professional,Q3_2025,Q1_2026,40255.22,Active
SUB_496,CUST_400,FlowOps,Premium Enterprise,Q2_2025,Q1_2026,130873.92,Active
